m1,b1,m2,b2,m3,b3,mode,load,tput_m1,tput_m2,tput_m3,total_p90_m1,total_p90_m2,total_p90_m3,total_p99_m1,total_p99_m2,total_p99_m3,total_p100_m1,total_p100_m2,total_p100_m3,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_m3,slo_violation_m3,slo_violation_no,job_mix
alexnet,2,resnet101,4,vgg13,16,mps-uncap,1.0,572.1688567229742,111.18753684914849,1710.895133008089,6.246423721313477,37.46623992919922,9.582281112670898,6.522045135498047,39.41382884979247,9.771108627319336,6.943702697753906,41.31722450256348,10.79869270324707,3.57,1,43.785,0,30.835,0,1,alexnet-2-resnet101-4-vgg13-16
alexnet,32,resnet101,16,vgg13,16,mps-uncap,1.0,4846.086014481671,255.33122596082865,1358.6562697238,8.337736129760742,65.40844440460205,12.753963470458984,9.14144515991211,67.54149675369263,13.461661338806154,10.867595672607422,68.8326358795166,13.885259628295898,10.92,0,43.995,1,30.835,0,1,alexnet-32-resnet101-16-vgg13-16
alexnet,32,resnet101,4,vgg13,8,mps-uncap,1.0,6951.738154493531,121.7062071617658,1176.7660831807025,5.235338211059571,34.652066230773926,7.06024169921875,5.485219955444337,36.096928119659424,7.4422645568847665,6.160497665405273,37.75453567504883,8.147239685058594,10.92,0,43.785,0,17.815,0,0,alexnet-32-resnet101-4-vgg13-8
alexnet,2,resnet101,8,vgg13,2,mps-uncap,1.0,1494.3834110034145,505.8654026844919,668.3017406836906,1.590728759765625,16.555166244506836,3.381872177124024,1.8666720390319824,17.181301116943356,3.756513595581055,2.9175281524658203,19.37150955200196,4.24647331237793,3.57,0,44.135,0,6.755,0,0,alexnet-2-resnet101-8-vgg13-2
densenet161,8,efficientnet_b7,16,resnet18,16,mps-uncap,1.0,216.2557280497186,343.5252600834411,2636.611010973654,39.03305530548096,47.826528549194336,7.948684692382812,39.93442535400391,48.52331876754761,9.22393798828125,40.66038131713867,48.816680908203125,10.283946990966797,77.105,0,110.39,0,10.535,0,0,densenet161-8-efficientnet_b7-16-resnet18-16
efficientnet_b5,2,efficientnet_b5,32,mobilenet_v3_large,8,mps-uncap,1.0,78.90428195967432,975.6222825329032,954.391008504333,27.958345413208008,32.99980163574219,13.24615478515625,29.487614631652832,33.16920042037964,14.462208747863766,30.31444549560547,35.187482833862305,15.281200408935549,74.445,0,106.645,0,24.71,0,0,efficientnet_b5-2-efficientnet_b5-32-mobilenet_v3_large-8
densenet121,32,mobilenet_v3_small,16,mobilenet_v3_small,32,mps-uncap,1.0,1407.6297443419742,2740.9147519270746,5461.687726284785,23.330187797546387,8.922219276428223,8.488035202026367,23.73889684677124,9.591329097747805,9.518823623657228,24.85036849975586,9.955883026123049,9.915828704833984,59.535,0,21.49,0,20.23,0,0,densenet121-32-mobilenet_v3_small-16-mobilenet_v3_small-32
densenet161,32,efficientnet_b5,32,mobilenet_v3_large,8,mps-uncap,1.0,479.6319559540799,659.185538010672,569.5992185781098,71.06308937072754,51.02486610412598,19.27428245544434,72.49698638916016,51.87451362609863,24.85882520675659,73.1198787689209,53.3595085144043,26.256799697875977,111.125,0,106.645,0,24.71,1,1,densenet161-32-efficientnet_b5-32-mobilenet_v3_large-8
densenet161,16,efficientnet_b5,16,mobilenet_v3_large,2,mps-uncap,1.0,486.8982049784318,605.9646273200874,312.9017874209865,34.89203453063965,27.611684799194336,8.808231353759766,35.52102327346802,27.937488555908203,11.635882854461697,35.82930564880371,29.736757278442383,12.861251831054688,76.965,0,78.61,0,24.395,0,0,densenet161-16-efficientnet_b5-16-mobilenet_v3_large-2
densenet121,4,efficientnet_b5,8,mobilenet_v2,32,mps-uncap,1.0,240.36742846496105,340.5996286859446,4085.941170838831,18.03913116455078,23.961782455444336,8.458590507507324,19.4832706451416,24.37339782714844,9.114897251129149,20.41006088256836,26.45802497863769,9.516716003417969,55.545,0,74.76,0,23.45,0,0,densenet121-4-efficientnet_b5-8-mobilenet_v2-32
inception_v3,16,mobilenet_v2,4,squeezenet1_0,16,mps-uncap,1.0,1029.7452376369338,911.0604939779248,3641.878840751311,16.287565231323242,5.193567276000977,5.127978324890138,16.51371717453003,5.613155364990234,5.294973850250244,17.95816421508789,6.467819213867188,6.1664581298828125,40.355,0,20.37,0,13.02,0,0,inception_v3-16-mobilenet_v2-4-squeezenet1_0-16
inception_v3,16,mobilenet_v2,2,squeezenet1_0,8,mps-uncap,1.0,1357.136828090404,707.1312841862241,2838.202351141398,12.01937198638916,3.578424453735352,3.5436153411865234,12.310807704925535,3.8967132568359375,3.887553215026856,13.905763626098633,4.86302375793457,4.721164703369141,40.355,0,20.65,0,9.765,0,0,inception_v3-16-mobilenet_v2-2-squeezenet1_0-8
alexnet,32,densenet161,32,mobilenet_v3_large,16,mps-uncap,1.0,7806.426474842317,590.0003711405876,1403.5653874241098,5.784606933593748,55.0384521484375,16.152524948120117,7.209525108337403,55.73833703994752,18.15729141235352,8.414506912231445,57.19709396362305,19.545793533325195,10.92,0,111.125,0,25.585,0,0,alexnet-32-densenet161-32-mobilenet_v3_large-16
densenet169,32,squeezenet1_1,4,vgg11,2,mps-uncap,1.0,917.4615735174976,1246.4410479178011,689.3068834251243,35.63268184661865,4.588103294372562,3.659486770629883,36.25802516937256,7.982776165008548,6.142044067382811,37.60671615600586,8.575201034545898,7.303953170776367,75.495,0,8.82,0,5.53,1,1,densenet169-32-squeezenet1_1-4-vgg11-2
mobilenet_v3_small,16,mobilenet_v3_small,16,mobilenet_v3_small,16,mps-uncap,1.0,5398.60942830133,5397.851606032116,5665.376910234148,3.078699111938477,3.072977066040039,2.999687194824219,3.413732051849365,3.410639762878417,3.1064414978027344,4.327297210693359,4.209280014038086,4.160881042480469,21.49,0,21.49,0,21.49,0,0,mobilenet_v3_small-16-mobilenet_v3_small-16-mobilenet_v3_small-16
mobilenet_v3_large,32,resnet101,8,squeezenet1_0,16,mps-uncap,1.0,3053.6065286261933,393.74827328301046,2703.1998199203244,11.275911331176758,21.42195701599121,6.894826889038086,11.54460906982422,22.031173706054688,7.671809196472168,13.56363296508789,23.391246795654297,8.467912673950195,25.025,0,44.135,0,13.02,0,0,mobilenet_v3_large-32-resnet101-8-squeezenet1_0-16
mobilenet_v3_large,8,resnet101,2,squeezenet1_0,4,mps-uncap,1.0,2562.2094517949213,269.38645329371013,2075.4418657136034,3.2851696014404297,7.685947418212891,2.087116241455078,3.433206081390381,7.917432785034181,2.2157239913940425,4.464626312255859,10.139703750610352,3.346681594848633,24.71,0,43.785,0,9.59,0,0,mobilenet_v3_large-8-resnet101-2-squeezenet1_0-4
densenet169,2,efficientnet_b6,4,vgg11,8,mps-uncap,1.0,77.41519677128906,124.6214959579159,2021.6718882529567,27.030277252197266,33.09683799743652,4.184556007385255,27.829952239990234,33.94885301589966,4.385030269622803,28.61499786376953,34.89232063293457,5.272865295410156,78.89,0,85.855,0,13.055,0,0,densenet169-2-efficientnet_b6-4-vgg11-8
alexnet,2,densenet121,32,efficientnet_b7,8,mps-uncap,1.0,1178.028745309603,1155.7193560597627,221.41778759501344,2.978897094726563,28.679490089416504,39.37115669250488,3.9415454864501904,29.07169103622437,40.787057876586914,4.844427108764648,29.484033584594727,41.713714599609375,3.57,1,59.535,0,107.31,0,1,alexnet-2-densenet121-32-efficientnet_b7-8
resnet50,4,squeezenet1_0,4,vgg11,32,mps-uncap,1.0,203.68852067220988,428.2078241857251,2689.455821507403,23.19409847259521,11.750411987304688,12.208223342895508,23.706400394439697,12.004938125610352,12.406492233276367,25.678634643554688,14.468908309936523,14.373302459716797,23.625,1,9.59,1,39.62,0,2,resnet50-4-squeezenet1_0-4-vgg11-32
resnet50,4,squeezenet1_0,2,vgg11,4,mps-uncap,1.0,600.1014157924811,796.0680472445605,1387.8698815782336,7.143402099609375,2.813577651977539,3.133058547973633,7.497420310974121,3.0689239501953125,3.335781097412109,8.018255233764648,4.180669784545898,4.219770431518555,23.625,0,9.485,0,7.56,0,0,resnet50-4-squeezenet1_0-2-vgg11-4
efficientnet_b5,4,efficientnet_b5,8,mobilenet_v3_small,8,mps-uncap,1.0,317.63987598046265,578.5692483995005,2576.282612729832,12.99281120300293,14.134478569030762,3.97481918334961,13.275091648101808,14.425213336944578,4.601950645446777,15.056133270263672,16.30234718322754,5.014896392822266,73.14999999999999,0,74.76,0,21.385,0,0,efficientnet_b5-4-efficientnet_b5-8-mobilenet_v3_small-8
efficientnet_b5,32,mobilenet_v3_large,2,vgg16,16,mps-uncap,1.0,389.792471794219,112.58351045501225,1160.9675391530236,83.31010341644287,22.725868225097656,16.81222915649414,85.16370296478271,27.266745567321777,17.74022102355957,85.5417251586914,28.827428817749023,18.58973503112793,106.645,0,24.395,1,36.05,0,1,efficientnet_b5-32-mobilenet_v3_large-2-vgg16-16
alexnet,2,densenet201,16,squeezenet1_1,16,mps-uncap,1.0,1533.8309204986483,508.9256023414336,4242.4822379934885,1.793622970581055,32.021522521972656,4.871845245361327,2.5382041931152344,32.597455978393555,5.579233169555664,3.409147262573242,33.72049331665039,6.930828094482422,3.57,0,93.695,0,9.66,0,0,alexnet-2-densenet201-16-squeezenet1_1-16
alexnet,2,inception_v3,16,squeezenet1_1,4,mps-uncap,1.0,2107.464208915445,1476.405664552869,1910.0764311194507,1.0540485382080078,11.12372875213623,2.757549285888672,2.0389556884765625,11.39181137084961,3.216700553894043,2.295255661010742,12.13383674621582,3.518104553222656,3.57,0,40.355,0,8.82,0,0,alexnet-2-inception_v3-16-squeezenet1_1-4
alexnet,16,inception_v3,2,squeezenet1_1,16,mps-uncap,1.0,7891.971399632357,217.38650595750147,4257.788670629253,2.32839584350586,9.93037223815918,4.050731658935547,2.576112747192383,10.353724956512451,4.195084571838379,3.532648086547852,12.064695358276367,5.177021026611328,6.755,0,40.18,0,9.66,0,0,alexnet-16-inception_v3-2-squeezenet1_1-16
densenet161,16,resnet152,32,resnet50,2,mps-uncap,1.0,354.7653271159211,813.5263448981507,175.91642886457032,46.64359092712402,40.44933319091797,14.233589172363288,48.08530807495117,40.85155725479126,17.513279914855953,48.73776435852051,41.36013984680176,19.431352615356445,76.965,0,95.725,0,24.115,0,0,densenet161-16-resnet152-32-resnet50-2
densenet161,2,resnet152,4,resnet50,16,mps-uncap,1.0,92.07884609204132,230.37349873795472,1802.418092332185,22.74789810180664,17.868757247924805,9.16743278503418,23.44680786132813,18.26537609100341,9.343888759613035,24.241924285888672,18.79572868347168,10.517597198486328,78.12,0,64.085,0,26.39,0,0,densenet161-2-resnet152-4-resnet50-16
resnet152,8,resnet34,4,vgg16,32,mps-uncap,1.0,103.21897084216911,178.0066242443281,1555.9690474939723,81.61640167236328,26.137614250183105,21.18968963623047,83.12023639678955,31.662075519561768,21.59777879714966,86.82823181152344,35.99405288696289,22.363901138305664,64.155,1,13.72,1,67.62,0,2,resnet152-8-resnet34-4-vgg16-32
efficientnet_b5,16,efficientnet_b5,32,squeezenet1_0,8,mps-uncap,1.0,348.4451277133609,683.8726928840636,1065.3413884914094,46.82576656341553,47.30856418609619,11.205053329467772,47.42671728134155,47.77009010314941,13.058042526245108,48.1257438659668,49.32713508605957,14.16468620300293,78.61,0,106.645,0,9.765,1,1,efficientnet_b5-16-efficientnet_b5-32-squeezenet1_0-8
efficientnet_b5,32,efficientnet_b5,32,squeezenet1_0,4,mps-uncap,1.0,569.2698976523255,569.2712266335384,562.8499736590138,56.5183162689209,56.53262138366699,12.504816055297852,56.75806999206543,56.74552917480469,14.229192733764648,57.496070861816406,57.63530731201172,15.245914459228516,106.645,0,106.645,0,9.59,1,1,efficientnet_b5-32-efficientnet_b5-32-squeezenet1_0-4
densenet201,4,efficientnet_b7,32,resnet34,32,mps-uncap,1.0,67.15380290021274,446.29539261430847,1864.975380821132,63.45643997192382,72.62778282165527,24.78632926940918,64.76027727127075,73.45762252807617,26.43871307373047,65.34957885742188,75.08182525634766,27.302026748657227,95.2,0,187.285,0,25.375,1,1,densenet201-4-efficientnet_b7-32-resnet34-32
densenet121,4,resnet50,4,resnet50,8,mps-uncap,1.0,332.18930408663425,706.1828081768966,1323.4006447905492,12.349176406860352,6.085348129272462,6.310701370239258,12.617015838623049,6.313247680664063,6.529092788696289,14.509916305541992,7.501602172851562,7.532835006713867,55.545,0,23.625,0,23.975,0,0,densenet121-4-resnet50-4-resnet50-8
densenet121,32,densenet169,32,efficientnet_b6,2,mps-uncap,1.0,1113.567614297516,793.260699339801,69.59595863007772,31.11584186553955,43.047475814819336,31.820845603942868,31.575932502746586,44.00880813598633,33.641512393951416,31.91614151000977,44.46816444396973,35.01272201538086,59.535,0,75.495,0,85.575,0,0,densenet121-32-densenet169-32-efficientnet_b6-2
efficientnet_b7,16,efficientnet_b7,2,inception_v3,16,mps-uncap,1.0,430.05548253861934,58.01261651743781,918.9499351773976,37.68348693847656,35.51301956176758,20.406079292297363,38.31157684326172,36.24241352081299,21.20084047317505,39.64877128601074,37.137746810913086,22.1097469329834,110.39,0,102.865,0,40.355,0,0,efficientnet_b7-16-efficientnet_b7-2-inception_v3-16
alexnet,8,resnet18,8,squeezenet1_0,16,mps-uncap,1.0,3810.896390671596,1583.7046413122514,2991.016302231263,2.640676498413086,5.400681495666504,5.642414093017578,3.1256675720214844,5.616188049316406,5.886580944061279,4.292726516723633,6.394624710083008,6.911993026733398,4.585,0,8.96,0,13.02,0,0,alexnet-8-resnet18-8-squeezenet1_0-16
resnet101,4,resnet101,4,vgg11,16,mps-uncap,1.0,144.87297748615154,155.94250099346448,2357.7730908967483,28.766298294067383,26.95467472076416,7.0255279541015625,30.50582885742187,27.503252029418945,7.240257263183594,31.82387351989746,29.30450439453125,8.392572402954102,43.785,0,43.785,0,21.77,0,0,resnet101-4-resnet101-4-vgg11-16
resnet152,2,vgg19,2,vgg19,2,mps-uncap,1.0,107.87462612771331,463.9852252691469,457.5991052361885,19.5584774017334,4.535913467407227,4.633665084838867,20.46679019927978,4.761691093444824,4.943609237670898,21.54088020324707,5.719661712646484,6.127834320068359,63.56,0,8.855,0,8.855,0,0,resnet152-2-vgg19-2-vgg19-2
densenet169,16,efficientnet_b5,32,vgg11,32,mps-uncap,1.0,129.40717517488477,312.7010042751441,2275.759255727173,129.1433334350586,106.73961639404295,16.198039054870605,134.2339825630188,108.908851146698,17.29973554611206,135.7097625732422,109.88187789916992,18.423080444335938,78.47,1,106.645,1,39.62,0,2,densenet169-16-efficientnet_b5-32-vgg11-32
densenet169,2,efficientnet_b5,32,vgg11,32,mps-uncap,1.0,20.836482231405306,332.8373709064592,2388.5578253797376,101.57480239868164,100.35562515258788,15.458345413208008,103.96537780761716,103.03135395050047,16.558995246887207,104.6583652496338,104.4485569000244,17.000198364257812,78.89,1,106.645,0,39.62,0,1,densenet169-2-efficientnet_b5-32-vgg11-32
densenet169,8,efficientnet_b5,8,vgg11,4,mps-uncap,1.0,330.5209139418244,345.5144431953256,1244.4327293534272,24.94502067565918,23.903965950012207,3.8393974304199214,25.622954368591305,24.53744411468506,4.529681205749512,26.621341705322266,26.505708694458008,5.250453948974609,78.68,0,74.76,0,7.56,0,0,densenet169-8-efficientnet_b5-8-vgg11-4
densenet161,2,densenet169,4,densenet201,2,mps-uncap,1.0,197.60486414594524,405.9271762141482,157.1482142053605,10.350370407104492,9.95779037475586,13.212084770202637,10.585975646972656,10.252776145935057,13.735949993133543,13.10276985168457,13.215303421020508,16.271591186523438,78.12,0,78.855,0,95.025,0,0,densenet161-2-densenet169-4-densenet201-2
densenet161,32,densenet169,2,densenet201,16,mps-uncap,1.0,764.9294566053793,66.01276436693675,363.78920472854793,42.45591163635254,33.31327438354492,45.44734954833984,42.86747932434082,35.408711433410645,49.12852764129639,43.675899505615234,36.47780418395996,51.70392990112305,111.125,0,78.89,0,93.695,0,0,densenet161-32-densenet169-2-densenet201-16
densenet169,2,efficientnet_b7,4,resnet34,32,mps-uncap,1.0,112.40853222257915,142.70064044962254,3734.294184265074,19.004535675048828,29.45690155029297,9.082579612731934,20.84284782409668,30.49000740051269,9.344913959503174,21.4529037475586,31.17871284484864,9.84787940979004,78.89,0,107.66,0,25.375,0,0,densenet169-2-efficientnet_b7-4-resnet34-32
densenet169,2,efficientnet_b7,16,resnet34,8,mps-uncap,1.0,79.873442654864,457.8058651690988,1090.5382497880162,27.000856399536133,35.24327278137207,10.462331771850586,27.5565767288208,35.47887563705444,11.282761096954346,29.64019775390625,36.94915771484375,12.488126754760742,78.89,0,110.39,0,14.035,0,0,densenet169-2-efficientnet_b7-16-resnet34-8
densenet169,2,efficientnet_b7,4,resnet34,16,mps-uncap,1.0,151.90522606561552,189.32475549997284,2778.915265780339,14.130783081054688,21.746063232421875,6.302785873413087,14.760971069335938,22.19162940979004,6.560673713684084,15.791177749633787,23.832321166992188,7.466793060302734,78.89,0,107.66,0,15.085,0,0,densenet169-2-efficientnet_b7-4-resnet34-16
densenet169,32,efficientnet_b7,16,resnet34,8,mps-uncap,1.0,704.720368842833,317.089521541463,695.8554841347575,46.67553901672363,52.30419635772705,14.700603485107422,47.225892543792725,54.94021654129028,18.21502685546876,47.653913497924805,55.82904815673828,20.636558532714844,75.495,0,110.39,0,14.035,1,1,densenet169-32-efficientnet_b7-16-resnet34-8
densenet161,8,densenet201,16,densenet201,2,mps-uncap,1.0,421.6616112137321,616.8564730816054,92.00523048152716,19.955039024353027,26.88448429107666,22.780799865722656,20.409071445465084,27.359631061553955,23.92925977706909,21.23045921325684,28.25856208801269,24.463415145874023,77.105,0,93.695,0,95.025,0,0,densenet161-8-densenet201-16-densenet201-2
densenet161,32,efficientnet_b6,4,efficientnet_b7,2,mps-uncap,1.0,813.0734902597184,150.77771240693963,59.28925174322367,39.88480567932129,29.068660736083984,35.861897468566895,40.27101755142212,31.561980247497555,36.97445869445801,40.98582267761231,32.338619232177734,38.31934928894043,111.125,0,85.855,0,102.865,0,0,densenet161-32-efficientnet_b6-4-efficientnet_b7-2
densenet161,4,efficientnet_b6,16,efficientnet_b7,2,mps-uncap,1.0,155.13028752710645,632.2831111074828,67.6532400134233,26.57747268676757,25.67117214202881,31.64291381835937,27.405738830566406,25.91373920440673,33.22625160217285,28.40781211853028,27.545690536499023,34.11197662353516,77.21,0,90.055,0,102.865,0,0,densenet161-4-efficientnet_b6-16-efficientnet_b7-2
efficientnet_b6,8,mobilenet_v3_large,4,resnet34,2,mps-uncap,1.0,485.16028947851606,1141.5905753892566,632.4193112368199,16.801047325134277,4.627466201782227,4.137182235717773,17.061970233917236,4.9915313720703125,4.526467323303222,19.141197204589844,6.105899810791016,5.794763565063477,87.815,0,24.605,0,13.825,0,0,efficientnet_b6-8-mobilenet_v3_large-4-resnet34-2
efficientnet_b6,4,mobilenet_v3_large,2,resnet34,8,mps-uncap,1.0,292.546551206639,670.0007103892052,1984.59792663527,14.021730422973633,3.162384033203125,4.545927047729492,14.355859756469728,3.359978199005127,4.691329002380371,15.931129455566406,4.591941833496094,5.636453628540039,85.855,0,24.395,0,14.035,0,0,efficientnet_b6-4-mobilenet_v3_large-2-resnet34-8
efficientnet_b6,2,mobilenet_v3_large,4,resnet34,32,mps-uncap,1.0,111.0924416508162,893.3860633092855,4030.165679403138,19.50550079345703,5.662107467651367,8.141469955444336,20.36656141281128,6.349306106567383,8.267583847045898,20.95770835876465,7.059097290039063,10.008573532104492,85.575,0,24.605,0,25.375,0,0,efficientnet_b6-2-mobilenet_v3_large-4-resnet34-32
