m1,b1,m2,b2,m3,b3,mode,load,tput_m1,tput_m2,tput_m3,total_p90_m1,total_p90_m2,total_p90_m3,total_p99_m1,total_p99_m2,total_p99_m3,total_p100_m1,total_p100_m2,total_p100_m3,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_m3,slo_violation_m3,slo_violation_no,job_mix
inception_v3,2,resnet101,2,resnet18,4,mps-uncap,1.0,327.06138486624803,340.3431964516473,2374.759474264833,6.297826766967773,6.063127517700195,1.7948150634765625,6.495842933654785,6.237506866455078,1.889944076538086,7.444143295288086,8.530378341674805,2.9783248901367188,40.18,0,43.785,0,8.295,0,0,inception_v3-2-resnet101-2-resnet18-4
densenet169,4,resnet101,8,vgg13,32,mps-uncap,1.0,54.51280715975419,151.640567446069,1888.454813773518,81.04360103607178,56.2746524810791,17.52498149871826,83.1649661064148,61.19956970214843,17.88499116897583,84.08761024475098,62.827348709106445,18.31531524658203,78.855,1,44.135,1,57.4,0,2,densenet169-4-resnet101-8-vgg13-32
densenet169,32,resnet101,4,vgg13,32,mps-uncap,1.0,269.8792259424107,67.93244877390367,1763.5137597816315,124.51434135437012,67.12832450866699,20.36135196685792,125.7777214050293,71.13273620605469,21.666600704193115,126.71422958374023,72.67999649047852,22.39632606506348,75.495,1,43.785,1,57.4,0,2,densenet169-32-resnet101-4-vgg13-32
densenet121,8,densenet169,8,mobilenet_v3_large,2,mps-uncap,1.0,924.696062460017,618.4748230470774,629.30284464498,9.070467948913574,13.510704040527344,3.67894172668457,9.33384895324707,13.718891143798828,4.461736679077148,9.94729995727539,16.07489585876465,5.599260330200195,55.685,0,78.68,0,24.395,0,0,densenet121-8-densenet169-8-mobilenet_v3_large-2
vgg11,32,vgg11,4,vgg19,8,mps-uncap,1.0,2065.2644498944774,301.93840869488474,356.8409319273468,16.443872451782227,15.941143035888672,25.35271644592285,16.81044578552246,16.43106460571289,26.938700675964352,18.82648468017578,18.80359649658203,27.626752853393555,39.62,0,7.56,1,23.275,1,2,vgg11-32-vgg11-4-vgg19-8
inception_v3,4,inception_v3,8,resnet18,8,mps-uncap,1.0,527.2513840452118,1025.9275160653451,3230.31447452884,7.805776596069337,8.005046844482422,2.789735794067383,8.049650192260742,8.202552795410156,2.9733657836914054,9.099960327148438,10.301589965820312,3.924131393432617,40.425,0,40.88,0,8.96,0,0,inception_v3-4-inception_v3-8-resnet18-8
inception_v3,2,vgg13,2,vgg16,16,mps-uncap,1.0,59.220716448861126,289.0175884532223,1336.240291174879,35.78381538391113,8.733892440795898,12.337946891784668,37.23508358001709,9.795875549316406,12.653956413269045,39.30830955505371,10.985136032104492,13.744115829467772,40.18,0,6.755,1,36.05,0,1,inception_v3-2-vgg13-2-vgg16-16
efficientnet_b5,2,mobilenet_v3_small,8,resnet18,4,mps-uncap,1.0,200.0063071255878,3260.563391903842,2621.586315020448,10.279345512390137,2.524137496948242,1.6238689422607422,10.592591762542725,2.608776092529297,1.7313957214355469,12.123584747314451,3.609657287597656,2.7751922607421875,74.445,0,21.385,0,8.295,0,0,efficientnet_b5-2-mobilenet_v3_small-8-resnet18-4
efficientnet_b5,16,mobilenet_v3_small,16,resnet18,32,mps-uncap,1.0,514.7589627101288,2235.001382677636,4408.767101519487,32.08956718444824,9.294509887695312,9.009122848510742,32.76224136352539,10.005688667297363,9.550487995147709,33.35142135620117,10.90383529663086,10.198354721069336,78.61,0,21.49,0,17.955,0,0,efficientnet_b5-16-mobilenet_v3_small-16-resnet18-32
densenet169,32,efficientnet_b6,4,vgg13,8,mps-uncap,1.0,498.26230426331466,80.27959339583289,1190.302171384445,65.80750942230225,52.79395580291748,8.292436599731445,66.80437803268433,54.21960830688476,10.12778759002686,68.61996650695801,55.15241622924805,11.215686798095703,75.495,0,85.855,0,17.815,0,0,densenet169-32-efficientnet_b6-4-vgg13-8
densenet169,16,efficientnet_b6,2,vgg13,16,mps-uncap,1.0,235.2587999670004,36.36634242157369,1665.00921931827,70.40591239929199,57.84773826599121,10.779619216918944,72.8948426246643,59.42852973937988,11.422710418701172,74.40066337585449,61.81025505065918,11.687278747558594,78.47,0,85.575,0,30.835,0,0,densenet169-16-efficientnet_b6-2-vgg13-16
efficientnet_b5,8,mobilenet_v3_large,4,mobilenet_v3_large,8,mps-uncap,1.0,579.4829662639607,1246.4955137423217,2033.4797466528296,14.128422737121582,4.030942916870117,4.908561706542969,14.395802021026611,4.345893859863281,5.1421403884887695,16.415834426879883,5.292415618896484,5.799293518066406,74.76,0,24.605,0,24.71,0,0,efficientnet_b5-8-mobilenet_v3_large-4-mobilenet_v3_large-8
efficientnet_b5,4,mobilenet_v3_large,16,mobilenet_v3_large,2,mps-uncap,1.0,316.0266383880875,4255.376424815682,597.9407249357582,13.203191757202148,4.10914421081543,3.6818981170654297,13.646278381347656,4.227161407470703,3.8776779174804688,14.238595962524414,4.878044128417969,4.7855377197265625,73.14999999999999,0,25.585,0,24.395,0,0,efficientnet_b5-4-mobilenet_v3_large-16-mobilenet_v3_large-2
densenet169,16,mobilenet_v2,8,vgg11,32,mps-uncap,1.0,203.8211878484352,614.1923456764224,2623.5867088309587,82.9404354095459,17.439723014831547,13.191747665405272,84.35169219970703,21.682598590850827,13.920316696166992,85.13641357421875,22.843360900878903,14.860391616821287,78.47,1,20.475,1,39.62,0,2,densenet169-16-mobilenet_v2-8-vgg11-32
densenet161,4,mobilenet_v3_small,32,squeezenet1_0,16,mps-uncap,1.0,157.34850063122897,5608.6623590304525,3539.9202912337623,26.23844146728516,6.183385848999023,4.955768585205078,26.83456420898437,6.643874645233154,5.454554557800294,29.0212631225586,7.45701789855957,5.913734436035156,77.21,0,20.23,0,13.02,0,0,densenet161-4-mobilenet_v3_small-32-squeezenet1_0-16
densenet201,16,densenet201,4,resnet50,8,mps-uncap,1.0,574.6679875663774,154.1676535820107,1067.7387456327094,28.244900703430176,26.58295631408692,8.84857177734375,28.617844581604004,27.055587768554688,9.4321870803833,30.704975128173828,27.52685546875,9.84811782836914,93.695,0,95.2,0,23.975,0,0,densenet201-16-densenet201-4-resnet50-8
densenet161,16,efficientnet_b6,8,resnet152,32,mps-uncap,1.0,318.077565359692,189.9552494347649,705.0817478407378,51.927852630615234,43.68548393249512,46.333980560302734,53.70016574859619,44.54555988311768,46.81151390075684,54.6870231628418,45.55010795593262,47.14488983154297,76.965,0,87.815,0,95.725,0,0,densenet161-16-efficientnet_b6-8-resnet152-32
inception_v3,4,mobilenet_v2,2,vgg11,32,mps-uncap,1.0,149.37693699943014,215.8444994683568,2862.8826431283446,31.22687339782715,11.203384399414062,11.451005935668944,32.02831983566284,11.438436508178713,11.68856143951416,33.490657806396484,12.366771697998049,13.876676559448242,40.425,0,20.65,0,39.62,0,0,inception_v3-4-mobilenet_v2-2-vgg11-32
efficientnet_b5,2,resnet101,2,vgg16,4,mps-uncap,1.0,126.364504643971,183.08519493949944,995.7680202323032,16.640090942382812,11.64865493774414,4.263877868652344,17.47004508972168,12.172818183898926,4.504919052124023,18.82481575012207,13.758659362792969,5.272626876831055,74.445,0,43.785,0,11.515,0,0,efficientnet_b5-2-resnet101-2-vgg16-4
inception_v3,4,inception_v3,8,resnet50,32,mps-uncap,1.0,258.1335169881239,429.779521234044,2292.605873505712,16.863441467285156,20.950794219970703,14.194250106811523,18.195247650146484,21.71807289123535,14.299449920654297,18.935680389404297,22.43304252624512,15.27690887451172,40.425,0,40.88,0,46.585,0,0,inception_v3-4-inception_v3-8-resnet50-32
densenet169,2,mobilenet_v2,8,resnet34,8,mps-uncap,1.0,171.7699480969246,2724.7969587623547,1815.7755828568863,11.896848678588867,3.143787384033203,4.683494567871094,12.101082801818846,3.27775239944458,4.821300506591797,12.958049774169922,4.393577575683594,5.913972854614258,78.89,0,20.475,0,14.035,0,0,densenet169-2-mobilenet_v2-8-resnet34-8
densenet169,2,mobilenet_v2,8,resnet34,4,mps-uncap,1.0,178.03429606177173,2875.9334524166607,1196.3798576309496,11.409521102905272,2.912664413452149,3.569841384887696,11.674757003784178,3.014564514160156,3.842592239379883,15.530109405517578,4.129409790039063,5.021333694458008,78.89,0,20.475,0,13.72,0,0,densenet169-2-mobilenet_v2-8-resnet34-4
densenet161,16,densenet161,16,efficientnet_b7,16,mps-uncap,1.0,314.5768651366363,330.6845158052336,282.8791366848581,52.24571228027344,50.119924545288086,58.62338542938232,54.03711080551148,50.97537994384766,59.79493141174317,55.802106857299805,51.32055282592773,60.74762344360352,76.965,0,76.965,0,110.39,0,0,densenet161-16-densenet161-16-efficientnet_b7-16
densenet161,32,densenet161,8,efficientnet_b7,4,mps-uncap,1.0,734.1020251608769,223.79664185695816,91.75946178167564,44.67363357543945,38.64812850952149,46.03135585784912,45.23305177688598,39.32544946670532,48.1268548965454,45.57204246520996,41.43524169921875,49.29161071777344,111.125,0,77.105,0,107.66,0,0,densenet161-32-densenet161-8-efficientnet_b7-4
densenet161,2,densenet161,32,efficientnet_b7,16,mps-uncap,1.0,46.64983712997006,563.9202816177173,301.0882333842025,46.44834995269776,57.72702693939209,54.38728332519531,48.39503765106201,58.61643314361572,54.93077039718628,49.11994934082031,59.37528610229492,55.7851791381836,78.12,0,111.125,0,110.39,0,0,densenet161-2-densenet161-32-efficientnet_b7-16
densenet161,2,efficientnet_b7,2,squeezenet1_1,4,mps-uncap,1.0,195.49718462833005,139.63922326009168,2707.6704333415023,10.576128959655762,14.782381057739258,1.6422271728515625,10.821545124053957,15.29399871826172,1.7883777618408203,12.6495361328125,17.589569091796875,2.7196407318115234,78.12,0,102.865,0,8.82,0,0,densenet161-2-efficientnet_b7-2-squeezenet1_1-4
densenet161,2,vgg11,8,vgg13,16,mps-uncap,1.0,22.02302978766989,894.9350181114843,1343.6220930344016,94.00949478149414,10.20832061767578,12.339973449707031,95.78654289245604,10.541512966156006,12.710185050964355,97.16224670410156,11.227846145629885,13.309240341186523,78.12,1,13.055,0,30.835,0,1,densenet161-2-vgg11-8-vgg13-16
densenet161,8,vgg11,32,vgg13,2,mps-uncap,1.0,100.77044455649838,2521.825945212728,194.0441358487333,84.21850204467773,13.342618942260742,12.69681453704834,87.13926076889038,13.963916301727297,13.596200942993164,90.39473533630373,14.73402976989746,14.795541763305664,77.105,1,39.62,0,6.755,1,2,densenet161-8-vgg11-32-vgg13-2
densenet121,2,efficientnet_b5,8,resnet50,16,mps-uncap,1.0,125.10085361324327,396.3673919189367,1658.4064408477,17.096662521362305,20.718955993652344,10.446429252624512,17.51044273376465,21.46285057067871,10.660862922668455,18.824338912963867,22.434473037719727,12.121915817260742,55.545,0,74.76,0,26.39,0,0,densenet121-2-efficientnet_b5-8-resnet50-16
alexnet,8,densenet169,8,resnet34,16,mps-uncap,1.0,4404.226543483783,385.7328059961933,2108.2201063868342,2.2170543670654297,21.36251926422119,8.350372314453125,2.71735668182373,21.824922561645508,8.659510612487793,3.620147705078125,23.041725158691406,8.942127227783203,4.585,0,78.68,0,15.085,0,0,alexnet-8-densenet169-8-resnet34-16
resnet101,32,vgg11,32,vgg13,2,mps-uncap,1.0,397.5928021211597,2274.290483236943,142.75972336277783,83.78071784973145,15.75927734375,15.986299514770506,85.73620796203615,16.61004066467285,18.09015989303589,87.94569969177246,16.854524612426758,19.62447166442871,70.035,1,39.62,0,6.755,1,2,resnet101-32-vgg11-32-vgg13-2
resnet101,2,vgg11,32,vgg13,4,mps-uncap,1.0,50.77186276646805,2500.876130936483,334.41865399569144,46.19698524475098,13.169336318969728,13.048791885375978,50.4676628112793,13.544745445251465,13.423376083374023,54.21757698059082,14.12820816040039,15.427827835083008,43.785,1,39.62,0,10.01,1,2,resnet101-2-vgg11-32-vgg13-4
densenet161,2,resnet18,2,vgg13,32,mps-uncap,1.0,29.21399668417099,229.2912894742525,1949.0019030946264,75.51813125610352,14.943671226501465,16.71290397644043,78.81565809249878,15.852601528167726,16.92326068878174,80.18875122070312,16.642332077026367,17.91238784790039,78.12,1,8.33,1,57.4,0,2,densenet161-2-resnet18-2-vgg13-32
alexnet,16,inception_v3,4,resnet50,4,mps-uncap,1.0,8318.815168541436,446.5165172522858,683.2535473357342,2.0461082458496094,9.40871238708496,6.150603294372559,2.1758627891540527,9.720325469970703,6.417894363403322,3.535985946655273,11.21068000793457,7.314205169677734,6.755,0,40.425,0,23.625,0,0,alexnet-16-inception_v3-4-resnet50-4
squeezenet1_1,8,vgg11,8,vgg13,16,mps-uncap,1.0,654.3263247029159,840.0499146787915,1317.8350366957548,13.759422302246094,10.802912712097168,12.57772445678711,15.609829425811766,11.152892112731932,12.94712781906128,16.613245010375977,12.20846176147461,13.358116149902344,8.855,1,13.055,0,30.835,0,1,squeezenet1_1-8-vgg11-8-vgg13-16
densenet169,4,resnet34,16,vgg16,8,mps-uncap,1.0,100.270489453959,1144.3827550024732,1144.2524124477425,41.40808582305908,14.911723136901855,7.525730133056641,42.19578981399536,15.651366710662842,7.895917892456056,44.19517517089844,16.40605926513672,8.414506912231445,78.855,0,15.085,1,20.475,0,1,densenet169-4-resnet34-16-vgg16-8
densenet169,32,resnet50,32,squeezenet1_0,4,mps-uncap,1.0,580.3955867858908,1745.8838818549502,643.5384544335311,55.64618110656738,21.78335189819336,9.78484153747559,56.60274028778077,21.93630695343018,13.236873149871826,57.93428421020508,24.628162384033203,14.047622680664062,75.495,0,46.585,0,9.59,1,1,densenet169-32-resnet50-32-squeezenet1_0-4
densenet169,2,resnet50,8,squeezenet1_0,8,mps-uncap,1.0,126.11557388549444,1172.373485512614,2633.125654581765,16.34209156036377,7.107973098754883,3.3638477325439453,16.773245334625244,7.382678985595702,3.53693962097168,18.631458282470703,8.272171020507812,4.543542861938477,78.89,0,23.975,0,9.765,0,0,densenet169-2-resnet50-8-squeezenet1_0-8
alexnet,16,alexnet,4,vgg13,8,mps-uncap,1.0,4082.0104257668295,1357.5441445495665,1213.3334977440463,4.652738571166992,3.979682922363281,6.889533996582031,4.894852638244629,4.521427154541015,7.180700302124023,5.209684371948242,4.791975021362305,8.223295211791992,6.755,0,3.57,1,17.815,0,1,alexnet-16-alexnet-4-vgg13-8
alexnet,16,alexnet,16,vgg13,8,mps-uncap,1.0,3786.29279469386,3900.716552897589,1104.1608549269813,5.084705352783204,4.91786003112793,7.570695877075195,5.472037792205811,5.246877670288086,8.054275512695312,6.849765777587891,5.966901779174805,10.069847106933594,6.755,1,6.755,0,17.815,0,1,alexnet-16-alexnet-16-vgg13-8
densenet161,32,squeezenet1_1,4,vgg19,16,mps-uncap,1.0,324.56846640628305,419.992657240504,1004.0846307381204,101.0956048965454,12.869477272033691,19.713020324707035,103.36693048477171,18.908917903900143,21.29153728485108,103.79481315612792,19.668102264404297,22.080421447753903,111.125,0,8.82,1,41.37,0,1,densenet161-32-squeezenet1_1-4-vgg19-16
densenet161,2,squeezenet1_1,16,vgg19,4,mps-uncap,1.0,84.5695994283729,3429.050351311774,740.6762353221935,24.903273582458496,5.09183406829834,5.770277976989747,25.718774795532227,5.302033424377441,6.137051582336426,28.01227569580078,6.6280364990234375,6.783246994018555,78.12,0,9.66,0,13.02,0,0,densenet161-2-squeezenet1_1-16-vgg19-4
squeezenet1_0,32,vgg13,8,vgg16,16,mps-uncap,1.0,1357.725434802962,551.6424850154319,860.6713773974786,25.81043243408203,16.480159759521484,19.56501007080078,27.3342514038086,17.280941009521484,20.22427558898925,28.231143951416016,17.73548126220703,21.3015079498291,22.785,1,17.815,0,36.05,0,1,squeezenet1_0-32-vgg13-8-vgg16-16
squeezenet1_0,32,vgg13,32,vgg16,8,mps-uncap,1.0,1006.4867457424356,1374.1276263212071,339.9460520736739,36.90731525421143,24.339818954467773,26.05271339416504,39.30717468261719,24.784493446350098,28.036510944366466,39.79253768920898,25.409698486328125,29.53696250915528,22.785,1,57.4,0,20.475,1,2,squeezenet1_0-32-vgg13-32-vgg16-8
squeezenet1_0,2,vgg13,16,vgg16,4,mps-uncap,1.0,196.99309036211568,1489.075190453733,367.31638627834326,10.84136962890625,10.949063301086426,11.594152450561523,11.846222877502449,11.127333641052246,12.820024490356444,15.133142471313477,12.36891746520996,14.17231559753418,9.485,1,30.835,0,11.515,1,2,squeezenet1_0-2-vgg13-16-vgg16-4
inception_v3,4,resnet18,2,resnet18,4,mps-uncap,1.0,575.2632641704973,1375.3924819288177,2267.5547801982366,7.140159606933594,1.548051834106445,1.8663406372070312,7.314810752868651,1.6503334045410156,1.9507408142089844,9.132146835327148,2.723932266235352,3.088712692260742,40.425,0,8.33,0,8.295,0,0,inception_v3-4-resnet18-2-resnet18-4
inception_v3,8,resnet18,4,resnet18,8,mps-uncap,1.0,842.7714914662434,1777.752519816901,3163.5754437149967,9.727764129638672,2.5637149810791016,2.8276443481445312,9.926080703735352,2.7605748176574703,2.9785633087158203,11.64865493774414,3.677845001220703,3.6673545837402335,40.88,0,8.295,0,8.96,0,0,inception_v3-8-resnet18-4-resnet18-8
squeezenet1_0,32,vgg13,2,vgg19,2,mps-uncap,1.0,3338.21613710769,393.0927054884776,237.50153707588947,9.882211685180664,6.014680862426758,9.581327438354492,10.20028591156006,7.494292259216309,9.863460063934326,10.942459106445312,8.771657943725586,10.573387145996094,22.785,0,6.755,1,8.855,1,2,squeezenet1_0-32-vgg13-2-vgg19-2
squeezenet1_0,8,vgg13,4,vgg19,32,mps-uncap,1.0,445.4574627429952,293.81686285286065,1177.29889393648,24.30129051208496,20.370030403137207,27.668333053588867,24.78470802307129,21.516053676605225,27.96460866928101,25.196552276611328,22.78733253479004,29.240131378173828,9.765,1,10.01,1,77.805,0,2,squeezenet1_0-8-vgg13-4-vgg19-32
squeezenet1_0,2,vgg13,4,vgg19,16,mps-uncap,1.0,205.8946579420216,433.42220958129496,1067.006390336425,12.422609329223633,11.336088180541994,15.415668487548828,12.934985160827637,12.003936767578123,15.718050003051758,13.236522674560549,12.543201446533203,16.96181297302246,9.485,1,10.01,1,41.37,0,2,squeezenet1_0-2-vgg13-4-vgg19-16
efficientnet_b6,8,inception_v3,4,resnet50,32,mps-uncap,1.0,207.92800271128613,197.8545123144582,2106.920267223909,40.10419845581055,22.78151512145996,16.402840614318848,41.08491659164429,24.492878913879395,16.695737838745117,41.6412353515625,25.199413299560547,17.745018005371094,87.815,0,40.425,0,46.585,0,0,efficientnet_b6-8-inception_v3-4-resnet50-32
efficientnet_b6,4,inception_v3,4,resnet50,32,mps-uncap,1.0,120.73948195406818,250.0142929253384,2245.4915822629173,35.413551330566406,17.508506774902344,14.725255966186523,36.54892921447754,19.329957962036133,14.88804817199707,37.27197647094727,20.73383331298828,16.014575958251953,85.855,0,40.425,0,46.585,0,0,efficientnet_b6-4-inception_v3-4-resnet50-32
efficientnet_b6,4,inception_v3,2,resnet50,2,mps-uncap,1.0,330.002321797632,318.7286253723886,549.4968613909283,12.436151504516602,6.77495002746582,4.134106636047363,12.778711318969728,7.075948715209964,4.403100013732911,14.295339584350586,9.100675582885742,5.643367767333984,85.855,0,40.18,0,24.115,0,0,efficientnet_b6-4-inception_v3-2-resnet50-2
efficientnet_b6,8,inception_v3,4,resnet50,8,mps-uncap,1.0,376.6607290126895,395.8714365096725,1093.9642078457257,21.654176712036133,11.370611190795898,8.443355560302734,21.966640949249268,11.827151775360107,8.861827850341799,23.687124252319336,12.253522872924805,10.871171951293944,87.815,0,40.425,0,23.975,0,0,efficientnet_b6-8-inception_v3-4-resnet50-8
efficientnet_b6,2,inception_v3,16,resnet50,4,mps-uncap,1.0,129.00752354136245,1510.390001110627,855.7992285937413,16.272258758544922,10.8489990234375,5.387306213378906,16.682629585266113,11.020088195800785,5.7623934745788565,17.722606658935547,12.933015823364258,6.122350692749023,85.575,0,40.355,0,23.625,0,0,efficientnet_b6-2-inception_v3-16-resnet50-4
efficientnet_b6,8,inception_v3,2,resnet50,32,mps-uncap,1.0,230.97742426498127,107.4700662350156,2078.881419558689,36.22868061065674,20.824289321899418,16.5194034576416,37.688822746276855,23.07633399963379,16.764812469482422,38.36965560913086,23.76794815063477,17.118215560913086,87.815,0,40.18,0,46.585,0,0,efficientnet_b6-8-inception_v3-2-resnet50-32
densenet169,16,densenet169,2,vgg11,4,mps-uncap,1.0,619.7940468962557,96.4138098693408,1368.439067778796,26.594042778015137,22.100830078125,3.780460357666018,27.40817070007324,22.91071891784668,4.737408161163329,28.73873710632324,23.68760108947754,5.261659622192383,78.47,0,78.89,0,7.56,0,0,densenet169-16-densenet169-2-vgg11-4
efficientnet_b6,16,mobilenet_v3_small,8,vgg19,4,mps-uncap,1.0,431.2920023559512,1309.0380183108666,589.6219256880438,37.9061222076416,8.599519729614258,8.628082275390625,38.48504066467286,9.532947540283203,9.437475204467775,39.9472713470459,10.209798812866213,10.259628295898438,90.055,0,21.385,0,13.02,0,0,efficientnet_b6-16-mobilenet_v3_small-8-vgg19-4
efficientnet_b6,8,mobilenet_v3_small,8,vgg19,2,mps-uncap,1.0,368.1417279362633,1882.5009151428508,504.1690609383323,22.398829460144043,5.436420440673828,4.754805564880371,22.920584678649902,6.000070571899414,5.172123908996582,23.82349967956543,7.414817810058594,6.124258041381836,87.815,0,21.385,0,8.855,0,0,efficientnet_b6-8-mobilenet_v3_small-8-vgg19-2
densenet121,4,squeezenet1_0,16,vgg11,16,mps-uncap,1.0,97.29551818712083,1619.6491727686018,2137.357089123461,43.11697483062744,10.975122451782228,7.987904548645019,44.42065477371215,11.719346046447754,8.27519416809082,44.78621482849121,12.323856353759766,8.689403533935547,55.545,0,13.02,0,21.77,0,0,densenet121-4-squeezenet1_0-16-vgg11-16
densenet121,4,squeezenet1_0,8,vgg11,2,mps-uncap,1.0,296.79565595442057,2393.937434916701,858.0426241484688,14.160633087158203,3.6988258361816406,2.617120742797852,14.78774070739746,3.971734046936036,2.902088165283202,15.363216400146484,4.805803298950195,3.842353820800781,55.545,0,9.765,0,5.53,0,0,densenet121-4-squeezenet1_0-8-vgg11-2
densenet169,16,efficientnet_b6,16,resnet152,16,mps-uncap,1.0,396.1870859108492,402.7762155489472,466.7731094379349,41.51196479797364,40.62824249267578,35.70718765258789,42.47041702270508,41.4548134803772,36.353979110717766,43.03264617919922,41.97502136230469,36.949872970581055,78.47,0,90.055,0,64.33,0,0,densenet169-16-efficientnet_b6-16-resnet152-16
densenet201,2,efficientnet_b6,4,resnet18,32,mps-uncap,1.0,82.7954412776612,187.81873370604856,6007.367313266238,25.382041931152344,22.188496589660645,5.726337432861328,26.07305049896241,22.96717882156372,5.879533290863037,26.72433853149414,23.787260055541992,7.514715194702148,95.025,0,85.855,0,17.955,0,0,densenet201-2-efficientnet_b6-4-resnet18-32
densenet201,8,efficientnet_b6,4,resnet18,16,mps-uncap,1.0,339.24797988262617,215.6558040742003,4142.003744082263,24.240589141845703,19.225192070007324,4.375934600830078,24.841115474700928,19.613728523254395,5.005550384521485,26.1993408203125,20.66326141357422,5.744218826293945,95.76,0,85.855,0,10.535,0,0,densenet201-8-efficientnet_b6-4-resnet18-16
densenet201,32,efficientnet_b6,8,resnet18,32,mps-uncap,1.0,528.2835393797686,204.3378734819119,3855.524853827345,62.02125549316406,41.646480560302734,10.539817810058596,63.31214904785157,43.64727973937988,12.370471954345703,64.36014175415039,44.43621635437012,12.961149215698242,94.15,0,87.815,0,17.955,0,0,densenet201-32-efficientnet_b6-8-resnet18-32
densenet201,16,efficientnet_b6,4,resnet18,8,mps-uncap,1.0,578.2273932394028,192.24414431823865,2496.950957881658,28.27296257019043,21.729707717895508,4.016637802124023,28.66027593612671,22.23927974700928,5.014514923095703,29.402971267700195,23.11396598815918,5.671501159667969,93.695,0,85.855,0,8.96,0,0,densenet201-16-efficientnet_b6-4-resnet18-8
resnet152,32,resnet34,8,vgg11,32,mps-uncap,1.0,301.9288177229671,269.2516901764908,2408.3250886119017,107.50479698181152,33.597660064697266,15.055322647094728,111.76392555236816,37.88722038269044,16.10936164855957,114.80331420898438,39.98756408691406,16.695499420166016,95.725,1,14.035,1,39.62,0,2,resnet152-32-resnet34-8-vgg11-32
densenet161,32,efficientnet_b5,4,vgg16,2,mps-uncap,1.0,662.2486973370749,128.36902566418993,401.12826545467817,49.07073974609375,34.25569534301758,7.277727127075195,49.6338939666748,35.94702243804932,10.81113815307618,50.4295825958252,38.173675537109375,11.85011863708496,111.125,0,73.14999999999999,0,7.77,1,1,densenet161-32-efficientnet_b5-4-vgg16-2
resnet101,2,squeezenet1_0,2,vgg11,32,mps-uncap,1.0,76.71691707160967,260.80836710218585,2816.9253451485206,30.216526985168457,10.962295532226562,11.656665802001951,32.21382856369017,11.2799072265625,11.840267181396484,33.65826606750488,12.459754943847656,12.588262557983398,43.785,0,9.485,1,39.62,0,1,resnet101-2-squeezenet1_0-2-vgg11-32
efficientnet_b5,4,efficientnet_b7,4,vgg13,8,mps-uncap,1.0,111.08605856688234,80.61659069758717,1403.1690395660814,37.52908706665039,51.00862979888916,6.019830703735352,38.55790138244629,52.23460674285888,6.354668140411376,40.2531623840332,52.95300483703613,7.568836212158203,73.14999999999999,0,107.66,0,17.815,0,0,efficientnet_b5-4-efficientnet_b7-4-vgg13-8
efficientnet_b5,2,efficientnet_b7,16,vgg13,4,mps-uncap,1.0,61.36273429345773,325.85731605303386,794.3389774915878,35.060834884643555,49.8995304107666,6.550121307373046,36.020894050598145,50.62195777893066,7.251853942871094,37.11533546447754,51.36775970458984,8.078813552856445,74.445,0,110.39,0,10.01,0,0,efficientnet_b5-2-efficientnet_b7-16-vgg13-4
alexnet,32,densenet121,8,densenet169,4,mps-uncap,1.0,11711.672873468364,585.8383955791348,220.48718125850624,3.0424118041992188,14.06717300415039,19.33450698852539,3.237485885620117,14.532470703125002,19.75264549255371,3.823041915893554,15.295743942260742,20.80821990966797,10.92,0,55.685,0,78.855,0,0,alexnet-32-densenet121-8-densenet169-4
efficientnet_b6,4,resnet152,4,squeezenet1_0,4,mps-uncap,1.0,249.97177204465044,340.3358657811179,1839.0067080052013,16.397094726562504,12.137222290039062,2.477645874023437,16.724605560302734,12.372140884399416,2.738087177276611,18.13817024230957,13.156652450561523,3.525972366333008,85.855,0,64.085,0,9.59,0,0,efficientnet_b6-4-resnet152-4-squeezenet1_0-4
alexnet,16,vgg13,16,vgg19,8,mps-uncap,1.0,2161.824331910405,1194.3781290975735,424.8661293285114,9.647846221923828,14.391708374023438,20.335674285888672,10.679197311401367,14.848589897155762,21.324920654296875,11.344671249389648,15.247821807861328,22.22299575805664,6.755,1,30.835,0,23.275,0,1,alexnet-16-vgg13-16-vgg19-8
alexnet,32,vgg13,4,vgg19,4,mps-uncap,1.0,6830.56203834519,676.1563227086209,428.4180062069844,5.396127700805664,6.6649913787841815,10.103988647460938,5.557129383087158,7.426967620849611,10.575056076049805,6.649971008300781,8.713483810424805,11.10529899597168,10.92,0,10.01,0,13.02,0,0,alexnet-32-vgg13-4-vgg19-4
densenet161,8,densenet169,4,resnet18,4,mps-uncap,1.0,483.66642108453567,283.9686973252868,1803.5031435372728,16.88361167907715,14.635014533996582,2.8455257415771484,17.182326316833496,14.889955520629885,3.5186100006103507,19.1037654876709,16.873836517333984,4.603147506713867,77.105,0,78.855,0,8.295,0,0,densenet161-8-densenet169-4-resnet18-4
densenet161,8,densenet169,16,resnet18,4,mps-uncap,1.0,365.3327052003976,702.7335999195628,1459.773202794464,22.3689079284668,23.10492992401123,3.898382186889648,22.692859172821045,23.43008279800415,5.380487442016603,23.15497398376465,24.99318122863769,6.3228607177734375,77.105,0,78.47,0,8.295,0,0,densenet161-8-densenet169-16-resnet18-4
